,CL,NG,SI,PL,SB,HG,RR,LH,PA,HO,CUA,GC,CT,FC,KC,RS,C,S,W,O,UX
3-1,,,,,0.09016607756879577,0.051402382218634385,0.0061738975201595615,0.07501642789817983,-0.07193197400861284,,,,,,,,,,,,
3-2,,,,,0.09153641947032025,0.05145005420258708,0.006635079699314157,0.07407936132585276,-0.07184240794431289,,,,,,,,,,,,
3-3,,,,,0.09122799601120833,0.05149835617662693,0.008141044116768635,0.07252094133298073,-0.07183927873708348,,,,,,,,,,,,
3-4,,,,,0.09114141936434098,0.05154293367857176,0.007745815394345145,0.07287807112346913,-0.0715494629876704,,,,,,,,,,,,
3-5,,,,,0.09179171073110604,0.05164739069151818,0.005816886351822279,0.07393430460531938,-0.07175886636632724,,,,,,,,,,,,
3-6,,,,,0.09287681616650596,0.051650643661801665,0.005552995248589999,0.07299150044319017,-0.07180614898923927,,,,,,,,,,,,
3-7,,,,,0.09245059686863852,0.05166022709489282,0.006521944209377673,0.0730830816641814,-0.07172860638799222,,,,,,,,,,,,
3-8,,,,,0.09212098788866782,0.051620765504239136,0.005672299489128643,0.07248424785510851,-0.0715621171429423,,,,,,,,,,,,
3-9,,,,,0.09220296804034046,0.051581943064589304,0.001352013307901451,0.0725410148806524,-0.07156483894541417,,,,,,,,,,,,
3-10,,,,,0.09232548982662958,0.051630207462857555,-0.006702394156606927,0.07283731144359758,-0.07163404033656773,,,,,,,,,,,,
3-11,,,,,0.09255844475565403,0.05160616519606591,-0.008344125109127612,0.07229384728171366,-0.07164769027935687,,,,,,,,,,,,
3-12,,,,,0.09257762470533727,0.05158097291683471,-0.006725797327841546,0.07296381996284938,-0.0716484168669818,,,,,,,,,,,,
3-13,,,,,0.09277219536307042,0.051512313855317966,-0.0003700063436793521,0.07273146193625499,-0.07154181307543275,,,,,,,,,,,,
3-14,,,,,0.09207002667431416,0.05150551153756907,0.0037103492950396116,0.07213039055493518,-0.0714540393382185,,,,,,,,,,,,
3-15,,,,,0.09181572972364095,0.05146634209288013,0.008145872713314321,0.0731909085889871,-0.0713547618253995,,,,,,,,,,,,
3-16,,,,,0.09147634123127256,0.05141010061171337,0.013323388067846512,0.07371314043618732,-0.07139134007913206,,,,,,,,,,,,
3-17,,,,,0.0920171336197925,0.05146655141199164,0.018018021005278054,0.07372773235245164,-0.07146132346440326,,,,,,,,,,,,
3-18,,,,,0.09278856905436152,0.051582684422911064,0.021157437334553424,0.07283884645864026,-0.07157218327401917,,,,,,,,,,,,
3-19,,,,,0.09362512048213965,0.05165299029883974,0.024196899578250417,0.07207150084908158,0,,,,,,,,,,,,
3-20,,,,,0.0943783044308487,0.051632865474960876,0.024589990645668112,0.07011494992274607,0,,,,,,,,,,,,
3-21,,,,,0.09448602089154531,0.051768319649820115,0.024960290728493977,0.06841783123347263,0,,,,,,,,,,,,
3-22,,,,,0.09458353543562427,0.05184944721441253,0.024749841934032582,0.06707384254864239,0,,,,,,,,,,,,
3-23,,,,,0.09451208784621933,0.05172540393814493,0.024294866860928195,0.06690751567033879,0,,,,,,,,,,,,
3-24,,,,,0.0939806227428448,0.05151133232749506,0.023811629665991048,0.06668165380943512,0,,,,,,,,,,,,
3-25,,,,,0.093399343185428,0.05139058306902167,0.02386384563609084,0.06669515166207879,0,,,,,,,,,,,,
4-1,,,,,0.09093487380607321,0.05142976570954652,0.006787876487722859,0.07780513102358701,-0.0718017096217361,,,,,,,,,,,,
4-2,,,,,0.09134908309645426,0.051508211523400654,0.007283603011641395,0.07719990148918865,-0.07178902300488768,,,,,,,,,,,,
4-3,,,,,0.09186576233816275,0.051525869813595256,0.006956233726644205,0.07554599615843204,-0.07184075610896029,,,,,,,,,,,,
4-4,,,,,0.09208208509330065,0.051602052444838585,0.00655608466369469,0.07652685884836538,-0.07168964423312453,,,,,,,,,,,,
4-5,,,,,0.09253753776851167,0.051654951782104476,0.006449070501188785,0.07605345388787113,-0.07175137053764924,,,,,,,,,,,,
4-6,,,,,0.09286007684041829,0.05164229179429227,0.005732520690370825,0.0755846649362403,-0.07174902461918507,,,,,,,,,,,,
4-7,,,,,0.09299278295813813,0.051657479304371035,0.004979375430351094,0.07580436876877968,-0.07169776096899887,,,,,,,,,,,,
4-8,,,,,0.09289161509626163,0.05160674186433638,0.0030399965606714104,0.07439835554171759,-0.07160608072832068,,,,,,,,,,,,
4-9,,,,,0.09257471707740567,0.051627899201966,-0.003656220027240305,0.0748006698058676,-0.07162399867422356,,,,,,,,,,,,
4-10,,,,,0.09322957602249829,0.05161895390108581,-0.0063817350873635065,0.07478144091432758,-0.07163811811244841,,,,,,,,,,,,
4-11,,,,,0.093067758523724,0.05157370047689548,-0.00660180146294456,0.07424423742685456,-0.07166834307105358,,,,,,,,,,,,
4-12,,,,,0.09305554021663245,0.05157563174188213,-0.005483340684718214,0.07459052500830796,-0.07160620563357437,,,,,,,,,,,,
4-13,,,,,0.09292800733448235,0.051524410328878584,0.0018078457468560722,0.07480189273995251,-0.0715041370110999,,,,,,,,,,,,
4-14,,,,,0.092456182091502,0.05146842244897516,0.005784341669557088,0.07472990288894497,-0.07144856594294684,,,,,,,,,,,,
4-15,,,,,0.092108847421224,0.05144696527737943,0.009589888002750662,0.07501120163537706,-0.07141446585051418,,,,,,,,,,,,
4-16,,,,,0.09239882002230554,0.05148856173135733,0.01571121046826151,0.07528224453908015,-0.07144918138828893,,,,,,,,,,,,
4-17,,,,,0.09301122425793479,0.051529910973114865,0.01922376766169534,0.07520672231712207,-0.0715361372517039,,,,,,,,,,,,
4-18,,,,,0.09347178072508475,0.05158580970687073,0.02185092453925492,0.07429737003165435,0,,,,,,,,,,,,
4-19,,,,,0.09459329713807026,0.05165258747329668,0.024413417921672655,0.0728211891036584,0,,,,,,,,,,,,
4-20,,,,,0.09482542173377838,0.05175746181995703,0.024576388530767754,0.07068027082965983,0,,,,,,,,,,,,
4-21,,,,,0.09488331941073827,0.05178226141333654,0.02464326615063739,0.06899227583095145,0,,,,,,,,,,,,
4-22,,,,,0.09527343042554764,0.05170287418994324,0.024516339502436903,0.06829457969364196,0,,,,,,,,,,,,
4-23,,,,,0.09451162859046283,0.051662497668856354,0.024012444113404686,0.06785218779474214,0,,,,,,,,,,,,
4-24,,,,,0.09413985190105843,0.051498452831854946,0.023833527028943535,0.0675875730596392,0,,,,,,,,,,,,
4-25,,,,,0.09378070340319931,0.05151925252764178,0.02385852998050938,0.06793649591195319,0,,,,,,,,,,,,
5-1,,,,,0.09092071313763096,0.0514829624118733,0.007273236358055987,0.079854090574822,-0.07177034319816464,,,,,,,,,,,,
5-2,,,,,0.09184933826935845,0.05153043004594016,0.0064972469859160996,0.07904596269373179,-0.07180383677550105,,,,,,,,,,,,
5-3,,,,,0.0924945839231652,0.05157788558629087,0.006155320874704943,0.07814907270478778,-0.07189730746643906,,,,,,,,,,,,
5-4,,,,,0.092645713751586,0.051617827190446434,0.006914034647108879,0.07795268534704092,-0.07169792464907924,,,,,,,,,,,,
5-5,,,,,0.09260688740468066,0.05164798615233749,0.0064173588904266835,0.0777854418164064,-0.07171779718422537,,,,,,,,,,,,
5-6,,,,,0.09323442396741305,0.05164415757036151,0.00464857009126217,0.07751610460123588,-0.07172020047927558,,,,,,,,,,,,
5-7,,,,,0.0934551321841045,0.051639114240573776,0.0029953096452608532,0.07686141588240758,-0.07170578669546537,,,,,,,,,,,,
5-8,,,,,0.09307433732852022,0.051638866381580995,-0.0013287729335219448,0.0759983570968498,-0.07164532493402792,,,,,,,,,,,,
5-9,,,,,0.09324679688676026,0.051619680477995485,-0.003993125286452555,0.07610492581655605,-0.07162972001283006,,,,,,,,,,,,
5-10,,,,,0.09351038485496274,0.05159068041354875,-0.005440411180343977,0.07599660766137593,-0.07165683630483058,,,,,,,,,,,,
5-11,,,,,0.09336363281242906,0.051571099975084106,-0.005686930237831044,0.07534505196364667,-0.07163074904175286,,,,,,,,,,,,
5-12,,,,,0.09314802051310475,0.05157291010028484,-0.0027876631657187765,0.07596268265561308,-0.07156315068469253,,,,,,,,,,,,
5-13,,,,,0.09308984964700416,0.05149119960514179,0.0038299484508524037,0.07651196620590381,-0.07148985509170011,,,,,,,,,,,,
5-14,,,,,0.09257246412206381,0.05145270328688238,0.007385592176720654,0.07597828796976162,-0.07147774299473414,,,,,,,,,,,,
5-15,,,,,0.09274204842079666,0.05150260170519207,0.012185358665617005,0.07607192723653532,-0.07145633181978964,,,,,,,,,,,,
5-16,,,,,0.09313183078352832,0.05153541413689463,0.01709058539822478,0.07621640989203625,-0.07151188027780493,,,,,,,,,,,,
5-17,,,,,0.09352958671316058,0.05154368919078671,0.020131071863187338,0.0760258580147684,0,,,,,,,,,,,,
5-18,,,,,0.09427897873647424,0.05159984858684679,0.022471077838242856,0.07459050379270482,0,,,,,,,,,,,,
5-19,,,,,0.09491705778666078,0.05174933548477618,0.024433744395148498,0.07286638503146077,0,,,,,,,,,,,,
5-20,,,,,0.09508005219360159,0.051771827395843,0.024395553227019005,0.07078566628521263,0,,,,,,,,,,,,
5-21,,,,,0.09540080945842835,0.051679299512091985,0.024472856293379013,0.06965743035648801,0,,,,,,,,,,,,
5-22,,,,,0.09514208209283945,0.051657613758893065,0.02424160410457814,0.06883505919975083,0,,,,,,,,,,,,
5-23,,,,,0.09454274784684327,0.05162246825844783,0.023985568004776563,0.06838113537282724,0,,,,,,,,,,,,
5-24,,,,,0.09429639898702766,0.051580950881325444,0.02383272858027132,0.0684400226441331,0,,,,,,,,,,,,
5-25,,,,,0.09453301529900764,0.05165705364829788,0.024043342700689953,0.06878826670177049,0,,,,,,,,,,,,
6-1,,,,,0.09141752346764515,0.05150762087328601,0.006604762777485502,0.08111685651228108,-0.07178786597243063,,,,,,,,,,,,
6-2,,,,,0.09238455030154329,0.05157441976668617,0.005898923030023852,0.08088007993328973,-0.0718595493239181,,,,,,,,,,,,
6-3,,,,,0.092914603646756,0.051596026012775804,0.0065170044985219866,0.07915532917591137,-0.0718711910717037,,,,,,,,,,,,
6-4,,,,,0.0926952050943347,0.051618746450849844,0.006810326769078461,0.0792552431419029,-0.07167923795640903,,,,,,,,,,,,
6-5,,,,,0.09297305465757563,0.051648981596999086,0.005390352201857337,0.0792099453496887,-0.07169952583708587,,,,,,,,,,,,
6-6,,,,,0.09359111007202485,0.0516314264450605,0.0030426559962618838,0.07822123178933042,-0.07172319590810138,,,,,,,,,,,,
6-7,,,,,0.09352194306614174,0.05166076462136106,-0.0006602546680019636,0.07793099881478224,-0.07172198255249412,,,,,,,,,,,,
6-8,,,,,0.09356031019104143,0.05163041560464725,-0.0019844477495487797,0.07698733098666338,-0.07164672568600605,,,,,,,,,,,,
6-9,,,,,0.09347232150546123,0.051596263881805805,-0.003631359020916437,0.07697838182170494,-0.07164704820538809,,,,,,,,,,,,
6-10,,,,,0.09369139574113604,0.05158588296946572,-0.0049124284185890895,0.07669474030578062,-0.07162762053975849,,,,,,,,,,,,
6-11,,,,,0.09339718707362536,0.05156978116727347,-0.0034444152847299537,0.07640100779098573,-0.07159084436105477,,,,,,,,,,,,
6-12,,,,,0.09326210812334682,0.0515373078053768,-0.00041730384650773923,0.07725973160975619,-0.07154150510887747,,,,,,,,,,,,
6-13,,,,,0.09309199823521837,0.05147446092133695,0.005473571209187837,0.07732696179310963,-0.07150737478274889,,,,,,,,,,,,
6-14,,,,,0.09303575494224019,0.05149834049268774,0.009879954502587966,0.0767522280269124,-0.07150225656905955,,,,,,,,,,,,
6-15,,,,,0.09330460849244748,0.051539668838449654,0.013873805106349418,0.07675811037428583,-0.07150774430940013,,,,,,,,,,,,
6-16,,,,,0.09355280404809248,0.051546465891233975,0.01816433619522075,0.07677981178380915,0,,,,,,,,,,,,
6-17,,,,,0.09419949759227506,0.05156310309322224,0.02092066661084846,0.07606837699399215,0,,,,,,,,,,,,
6-18,,,,,0.0946009707520328,0.05168994889328447,0.022794522073391648,0.07442489739653219,0,,,,,,,,,,,,
6-19,,,,,0.0951187569617461,0.0517635814667507,0.024304555946488598,0.07265398523212152,0,,,,,,,,,,,,
6-20,,,,,0.09549019174632539,0.05168833777398268,0.024292097092046036,0.07111411432320071,0,,,,,,,,,,,,
6-21,,,,,0.095282975961166,0.05164580510719028,0.02424688578930383,0.06993072416178804,0,,,,,,,,,,,,
6-22,,,,,0.09507285895822426,0.051625349242894636,0.024177531957632264,0.06914321137160723,0,,,,,,,,,,,,
6-23,,,,,0.09460999883209259,0.0516710142630173,0.02395719107252834,0.06898554188731505,0,,,,,,,,,,,,
6-24,,,,,0.09484214069769478,0.05168625091795571,0.023989299315658803,0.06909260961605963,0,,,,,,,,,,,,
6-25,,,,,0.0948545016969397,0.051718467345537734,0.024296389769898837,0.0693748215492709,0,,,,,,,,,,,,
7-1,,,,,0.09194260720692943,0.05154993594636012,0.006065661672791905,0.08252408636993397,-0.0718395634900399,,,,,,,,,,,,
7-2,,,,,0.09277187464127477,0.05159151788072077,0.006242213003678109,0.08146484624345941,-0.07184438087077741,,,,,,,,,,,,
7-3,,,,,0.0929271387899907,0.05160063145359871,0.006479753241257619,0.08017977956886303,-0.07183141047843045,,,,,,,,,,,,
7-4,,,,,0.09300679724019471,0.05162416109865792,0.005867562377421361,0.08040423579696199,-0.07166926382654931,,,,,,,,,,,,
7-5,,,,,0.0933234541071902,0.05163766845977386,0.0038986590845419005,0.0796594045465353,-0.07170542316147832,,,,,,,,,,,,
7-6,,,,,0.09363638164561756,0.05165138158989459,-0.00010834156289831006,0.07904062432528616,-0.07173468394381874,,,,,,,,,,,,
7-7,,,,,0.09387903669229365,0.05165057093607074,-0.0013261977075434649,0.07860301388818225,-0.07171234232603281,,,,,,,,,,,,
7-8,,,,,0.09371093320266267,0.05160901214110609,-0.0019777610374546967,0.07767781844919182,-0.07165933173463476,,,,,,,,,,,,
7-9,,,,,0.09363149682301794,0.05159155785915045,-0.003458379884180081,0.07748346095339825,-0.07162363762985177,,,,,,,,,,,,
7-10,,,,,0.09367919112516516,0.051582821219753466,-0.003132142333084103,0.077462374666592,-0.07159398013824131,,,,,,,,,,,,
7-11,,,,,0.09346606939542224,0.05153990097267651,-0.0013504827208367784,0.07748362834263345,-0.07156844546558164,,,,,,,,,,,,
7-12,,,,,0.09324818388273115,0.05151652336924772,0.0015430299976043984,0.07788712830501908,-0.07154922532300453,,,,,,,,,,,,
7-13,,,,,0.09342808141928113,0.051510630349107724,0.00786063338535042,0.07784327837673669,-0.0715242613327421,,,,,,,,,,,,
7-14,,,,,0.09348236920712073,0.05153100604837376,0.011624269171465132,0.07727842276076807,-0.07154003453087056,,,,,,,,,,,,
7-15,,,,,0.09364746076654515,0.05154887845426061,0.01520911279027822,0.07719822566460623,0,,,,,,,,,,,,
7-16,,,,,0.09412811122708256,0.05156322383461078,0.019103204381067468,0.07675963087070199,0,,,,,,,,,,,,
7-17,,,,,0.09449019431718365,0.05164608771540857,0.021406817355790912,0.07578063693105334,0,,,,,,,,,,,,
7-18,,,,,0.09481808239657083,0.05171135745228265,0.02290637872988132,0.07407002055921212,0,,,,,,,,,,,,
7-19,,,,,0.0954731939086799,0.05169390877570731,0.02422712414907758,0.0727298628984162,0,,,,,,,,,,,,
7-20,,,,,0.09538334404109126,0.051658662788060354,0.02412212637967143,0.07118565935491793,0,,,,,,,,,,,,
7-21,,,,,0.09521051837834345,0.051620021720352946,0.02418818328528394,0.07006712941168843,0,,,,,,,,,,,,
7-22,,,,,0.09506072164877805,0.05166691792305948,0.024123582381336026,0.06957581913837892,0,,,,,,,,,,,,
7-23,,,,,0.09503762700105406,0.05174884062313496,0.024072478317600187,0.06948667309283894,0,,,,,,,,,,,,
7-24,,,,,0.09507451808843181,0.05173528205272652,0.0242123462448706,0.06957278083847677,0,,,,,,,,,,,,
7-25,,,,,0.09507808846861276,0.05177653258843822,0.024608391501405178,0.06947632727990886,0,,,,,,,,,,,,
8-1,,,,,0.092345583749927,0.051569030594070045,0.006343574263729932,0.08289719506479395,-0.07183015963300916,,,,,,,,,,,,
8-2,,,,,0.09280851390221674,0.05159690602035203,0.006239416899258667,0.08217365336123066,-0.07181421762355276,,,,,,,,,,,,
8-3,,,,,0.09318093296215949,0.05160813756582226,0.005693783864334779,0.08114514890951494,-0.07180428720436945,,,,,,,,,,,,
8-4,,,,,0.0933162698286457,0.05161766888649106,0.004496285419377818,0.08072456674361514,-0.07167838801198842,,,,,,,,,,,,
8-5,,,,,0.09340261753305715,0.05165462627341751,0.001021012882010746,0.08027916078793586,-0.07171797467670378,,,,,,,,,,,,
8-6,,,,,0.09393798777015626,0.05164386040741434,-0.0007643234994269096,0.07956154448311631,-0.07172476663877575,,,,,,,,,,,,
8-7,,,,,0.0939719849305386,0.05162947945961381,-0.0014202252673768969,0.07907798999776008,-0.07171530072133811,,,,,,,,,,,,
8-8,,,,,0.09382331724489291,0.051603468698456556,-0.0020482407887529156,0.07807668255211819,-0.07163745039125487,,,,,,,,,,,,
8-9,,,,,0.0936288400432503,0.051588342325957284,-0.002095173251340575,0.07809536534106691,-0.07159486059888821,,,,,,,,,,,,
8-10,,,,,0.09370983120493293,0.051555186725684814,-0.0013603269505209907,0.07832702587849226,-0.07157411110198364,,,,,,,,,,,,
8-11,,,,,0.09343242291830986,0.05152152741223535,0.0004564024723402946,0.07802889838447258,-0.07157192148782973,,,,,,,,,,,,
8-12,,,,,0.09353236917261716,0.05154307015544613,0.0040706970603361595,0.07829461639322595,-0.0715588649689654,,,,,,,,,,,,
8-13,,,,,0.09377787590831436,0.05153788575758255,0.009615227762622679,0.07820075619053066,-0.07155474833410108,,,,,,,,,,,,
8-14,,,,,0.09376536853032094,0.05154042713203499,0.013041540211463486,0.07762983993706972,0,,,,,,,,,,,,
8-15,,,,,0.09414303631530237,0.05156361756966036,0.016377024754444424,0.07716719774655736,0,,,,,,,,,,,,
8-16,,,,,0.0943940057984034,0.05163630345893624,0.019739533632944867,0.07646926632440812,0,,,,,,,,,,,,
8-17,,,,,0.09469559527919233,0.051670873742985235,0.021668889405977818,0.07533889496804926,0,,,,,,,,,,,,
8-18,,,,,0.09516743047254668,0.05165748850952971,0.023003339000715183,0.07400747030576234,0,,,,,,,,,,,,
8-19,,,,,0.09538785835640447,0.05166771521102782,0.024085054642182198,0.07262680461141098,0,,,,,,,,,,,,
8-20,,,,,0.09531181823328241,0.051634773356185056,0.024084313501638983,0.07117632991106672,0,,,,,,,,,,,,
8-21,,,,,0.09518735822308809,0.05165732294306406,0.024137437933590813,0.07035615385568468,0,,,,,,,,,,,,
8-22,,,,,0.09538531695331834,0.051735832449184053,0.02420241916851253,0.06996059504039137,0,,,,,,,,,,,,
8-23,,,,,0.09521866063212606,0.051784311011622154,0.02425611828481016,0.06987510094547046,0,,,,,,,,,,,,
8-24,,,,,0.09524251202754232,0.05178437152969169,0.024494550081878213,0.06965006053621028,0,,,,,,,,,,,,
8-25,,,,,0.09527529730543498,0.05180856805696994,0.024962213490864263,0.06970221001111837,0,,,,,,,,,,,,
9-1,,,,,0.09243305964610782,0.05157716581949123,0.006326880861062061,0.08343363866712143,-0.07180598123946241,,,,,,,,,,,,
9-2,,,,,0.09305379918284451,0.05160459483229365,0.0055640075447584815,0.08290318073181319,-0.07179290685643859,,,,,,,,,,,,
9-3,,,,,0.09344481798122764,0.05160453604820385,0.00449174844441057,0.08139338818127828,-0.07179792758511501,,,,,,,,,,,,
9-4,,,,,0.09339317883403697,0.05163522836084649,0.0018626872467310594,0.08123008437199296,-0.0716927094789132,,,,,,,,,,,,
9-5,,,,,0.09369877834106391,0.05164777989819525,0.00031715858795125485,0.08066940431039357,-0.07171125097124817,,,,,,,,,,,,
9-6,,,,,0.09401580952663571,0.05162604717121132,-0.0009218625311492813,0.07993190743905898,-0.07172612170232023,,,,,,,,,,,,
9-7,,,,,0.09404456204471612,0.05162242053137365,-0.0015615759148115017,0.07932621724657879,-0.07168971850467834,,,,,,,,,,,,
9-8,,,,,0.09380240595858366,0.051599436876352024,-0.0010086637390101664,0.07859254913341505,-0.07161043912672205,,,,,,,,,,,,
9-9,,,,,0.09366295109805517,0.051563310022814765,-0.0006395913328960005,0.07883022126097725,-0.07157724391912233,,,,,,,,,,,,
9-10,,,,,0.09365647873503632,0.0515372786771659,0.00022919885029392114,0.07874748033290278,-0.07157666591144494,,,,,,,,,,,,
9-11,,,,,0.09367039849777005,0.051544698042606744,0.002796533117215365,0.07839332787201342,-0.07157805966535612,,,,,,,,,,,,
9-12,,,,,0.0938379170978165,0.05156387897077537,0.006005587033056893,0.07858377080688193,-0.07158226694569061,,,,,,,,,,,,
9-13,,,,,0.09400302005738503,0.05154571369978954,0.011072258955159847,0.07844146966965684,0,,,,,,,,,,,,
9-14,,,,,0.09419619834932867,0.05155477300543779,0.01430149083651896,0.07758707871607601,0,,,,,,,,,,,,
9-15,,,,,0.09438016886051337,0.05162889813921478,0.017224502999291947,0.07690234905188109,0,,,,,,,,,,,,
9-16,,,,,0.09458891358664077,0.051659896026815935,0.02014593715125596,0.07603307210483201,0,,,,,,,,,,,,
9-17,,,,,0.09502304929616533,0.051628008172655414,0.02188391850255885,0.07518249089626004,0,,,,,,,,,,,,
9-18,,,,,0.09512916741317193,0.05163860911991435,0.02300671265598568,0.07380504073443915,0,,,,,,,,,,,,
