,Date,TW_sam,TW_mkt,TW_lsc,TW_honey,W_sam,W_mkt,W_lsc,W_honey,D_sam,D_mkt,D_lsc,D_honey,Comb_sam,Comb_mkt,Comb_lsc,Comb_honey,delta_honey
474,2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,2020-09-08,0.9952356331448281,1.0056362448119764,0.9947744607849915,1.0037878929359572,1.0026690416704844,1.0036747823460705,0.9980271291137918,1.0066992503494625,0.9994329407046979,1.001368552091205,0.9944080869905711,1.0022951185812559,0.9973939225548543,1.0030370430083801,0.9945758759367742,1.002923683740199,0.42107178286095637
479,2020-09-09,0.9988826154728172,0.9946427820425757,0.9974992949135169,0.9982492797769806,0.9968039219272199,0.9947462673062215,0.9948484456956586,0.9949396906381327,0.9950597080742112,0.9964720086726425,0.999957209737177,0.9958122348840139,0.996916845646272,0.995756856899211,0.9988315535237686,0.9968384057220075,0.42107178286095637
480,2020-09-10,1.0046180312955986,1.0066826045997646,1.0044753692398425,1.0028056812012063,1.0032986225323324,1.0058990548118434,1.004869531887784,1.0043160379905376,1.010132270415816,1.0049849071855004,1.0046450413931014,1.0071181373584253,1.0074534975386031,1.0056486364886963,1.0045673362945682,1.0053022837557952,0.42107178286095637
481,2020-09-11,0.9883901381056963,1.0007289589492414,0.9929633665350007,0.9956815600094473,0.9883952443228639,1.001287718062137,0.990976979980228,0.9945303695619709,1.0014649482377997,1.0076174761764785,0.9999512228064995,1.0054723765582785,0.9951133109596533,1.0049243515354964,0.9967509801639559,1.0013497399783975,0.42107178286095637
482,2020-09-14,1.0051846820441468,1.0040096529960563,1.0006637773216696,1.0066146187687601,0.9969594612835908,1.0030478710397215,0.9999189563749792,1.0029843726940626,1.0078898025018213,1.007369670644813,1.001967084621058,1.0092549269705353,1.0065756768076626,1.0060560430489898,1.0013702063462635,1.0081431676887114,0.42107178286095637
483,2020-09-15,0.9985842087506399,0.9928279887925242,1.0000784450083569,0.9965161107694098,1.0012329892852807,0.9915710595584897,0.9969052629415373,0.994931271085152,1.0017296842139005,0.99593359771472,1.0001579321904512,0.9982212155368481,1.000201637610693,0.9947194333833095,1.0001215292852121,0.997503244032458,0.42107178286095637
484,2020-09-16,0.9971347644342335,1.0102745356465175,1.0046706846350892,1.0047448621736703,1.0043500346247987,1.0121104157471585,1.0052462591031714,1.0085563617757536,1.0106287989354685,1.0127748468315294,1.0067981647142978,1.011269758003605,1.0040735058409866,1.011797328819982,1.0058238383678308,1.0085223084835122,0.42107178286095637
485,2020-09-17,0.9987099883501707,1.0044600523676492,0.9990442842839663,1.001364289789628,0.9964899082260182,1.0077159884421785,0.9994905066368533,1.0017752127564201,0.9970282388627646,1.0059983555387861,1.0038238084220057,1.0014760947730912,0.9978452191958467,1.0053969427762386,1.0016349201044246,1.0014290168493716,0.42107178286095637
486,2020-09-18,1.0081038308028132,1.0115454371191581,1.0094496143969272,1.0117690835303816,1.0135755932545356,1.0132706916015306,1.0115488666129782,1.0141478075129404,1.0033208643978355,1.0075257137964455,1.0093777179357337,1.005556370188854,1.0056443908896955,1.0090972589596807,1.0094106445031987,1.008172368471975,0.42107178286095637
487,2020-09-21,0.9870943925917928,0.9887659183249342,0.9822071289875791,0.9879199762062023,0.9934475449285889,0.9888395133907291,0.9854293820100438,0.9860000052746961,0.9929524678238754,0.9870643357436979,0.9868860907714844,0.9877769136640271,0.9903055753975403,0.9877555341160135,0.9847416928209884,0.9878386586656251,0.4315944667235311
488,2020-09-22,0.999751430755565,1.0031764484647656,1.002079724294107,1.0033123919787732,1.0048982848953747,1.0049376406967683,1.0040350850220912,1.0049415728114446,0.9978509045715308,1.000110293567393,1.002476720992331,0.9986981174149194,0.9987096317409977,1.0013557936669484,1.0022947748800648,1.0006896127846219,0.4315944667235311
489,2020-09-23,1.0007517589869346,0.995156830592522,0.9996195420104366,0.9943077711166206,0.9996974858194139,0.9964631369099265,0.9977780338562667,0.9935116758511903,1.0039131710173446,0.9979091792584669,1.001180053372831,0.9999752289238665,1.002484729553502,0.996791150113761,1.000464861088347,0.9975291854938699,0.4315944667235311
490,2020-09-24,1.0035072582188032,0.9939707260530979,1.0000489922010252,0.999419730730936,0.9997414887822452,0.9921038774765087,0.9987949545512802,0.99537317182863,0.9994612828301473,0.9937255780759282,0.9985799375491045,0.9962041077142462,1.0012894023385346,0.993825159421356,0.9992532146413816,0.9975919528153184,0.4315944667235311
491,2020-09-25,0.9966292888767406,0.9991613985267365,0.9972350339906791,0.9957310478415782,0.9970236518630768,1.000213810355356,0.9968582441253896,0.9977531045559308,1.0020174487992657,1.001112796289036,1.0006790932472318,1.0012490639306373,0.9995828812790837,1.0003201207104804,0.9991006589807788,0.9988675187193078,0.4315944667235311
492,2020-09-28,1.0007512735953732,0.991492299803212,0.998939779164387,0.9964696360396963,0.995648711421623,0.990784241547871,0.9951345771314414,0.9932295655225439,0.9977775193715274,0.9962387445880626,0.9980948704900058,0.9982982696952848,0.9991211701819114,0.994310695402703,0.99848209751031,0.9975090415278685,0.4315944667235311
493,2020-09-29,0.9977634960189709,1.0007935850275156,0.9980103083061374,1.0011389888359505,0.9985228153384662,0.9977288458565576,0.999009207894754,1.0028726537329913,1.002121952813555,1.0000586290706557,0.9981135405647723,1.0004218230995716,1.000152642788837,1.000357174887184,0.9980662285639342,1.0007313478631166,0.4315944667235311
494,2020-09-30,1.010799363169801,1.0172342916273307,1.0124732154590173,1.0082235092983198,1.0145445830991464,1.0229078968993746,1.014527027482511,1.01358529141089,1.0086922556639397,1.0177838987032664,1.0146874409932622,1.0114974421632779,1.0096443238224695,1.0175606432935738,1.013672647345256,1.0100844308543377,0.4315944667235311
495,2020-10-01,0.9987763860978136,0.9974651390725402,0.9953527612543065,0.9957837574492759,0.9878871024000563,0.9947361473401617,0.9935481300447152,0.9953975078979614,1.0006663970121834,0.995351791608181,0.9943138064220365,0.9967663222811114,0.9998124210257471,0.9962102526335878,0.9947899660309142,0.9963422527364942,0.4315944667235311
496,2020-10-02,0.9975431411622547,1.0039914177605909,0.999949775297994,1.0037848937409024,1.005859777533443,1.005486692940537,1.004718865906228,1.0065333811530182,0.9940359595803684,0.9984176788461328,0.9986746549051754,0.9958650692831154,0.9956206323609491,1.0006817824564236,0.9992590506928053,0.9992832216965177,0.4315944667235311
497,2020-10-05,1.0091233859875257,1.0022905787852312,1.0085176926612236,1.0044613886712535,1.0036500108228879,1.0024134630562118,1.0047688046028826,1.0025979019024254,1.001877347637717,1.0026325285667674,1.005358135774145,1.0035833641750234,1.0049886999404205,1.0024887298433967,1.0067764469142013,1.0039560901894347,0.4245052569850593
498,2020-10-06,1.0037251224268993,1.0062876570679644,1.0052844782733874,1.0005326280439835,0.9941905531543015,1.0095245559477013,1.0040924894784162,1.00081539337082,1.0028795276496654,1.0035998217747586,1.0051421280939283,1.0008360975557598,1.0032426147781472,1.004730126002641,1.0052060284611417,1.0007072731526758,0.4245052569850593
499,2020-10-07,0.9944806453741784,1.0055242758760254,1.001730320655276,1.0022683907593188,1.0029654847722116,1.0083378234063893,1.0046926016438602,1.0043867652201193,0.9982469553196534,1.0050326164877763,1.0034389973524118,1.0006012087930047,0.9966297520209908,1.005239371971128,1.002671979925312,1.0013089363020558,0.4245052569850593
500,2020-10-08,0.9986254948208639,0.9957276752817886,0.9970191608412099,0.9977900393722139,0.9967982740492509,0.9958050175448458,0.9949819362711202,0.9964648425405586,1.00091203076648,0.9972017802466161,0.9994182313345956,0.9993954273161106,0.9999302227030721,0.9965818809997022,0.9983412991798163,0.9987139316944259,0.4245052569850593
501,2020-10-09,0.9988068611625054,1.0034991366455137,1.0036422072371274,1.0012338317852003,0.9960832560346873,1.0021994157038547,1.0009779665210479,1.0019788443632067,1.0026237236693891,1.0034085615506783,1.0044569718409353,1.002417297066829,1.0009848137745487,1.0034466507196438,1.0040912276067266,1.001914909833318,0.4245052569850593
502,2020-10-13,0.9933023946806298,0.9915956342834563,0.988941261663752,0.9921575214658216,0.9935924093168353,0.9915570184026944,0.9903348162106129,0.9878554288481378,1.0012554205026771,0.9983990888551516,0.9933293957995823,0.9993943433064836,0.9978404972010994,0.9955380603218809,0.991359581755606,0.9963222743912581,0.4245052569850593
503,2020-10-14,1.0048041896840758,1.0067754943806264,1.0071429138167607,1.0057605133997587,1.0030134793855283,1.0079214541041681,1.006206965182113,1.0064624493074101,1.0067809701136445,1.0057644145427835,1.0073735165483118,1.0051112966079718,1.0059321669408543,1.006189599753473,1.0072700000000185,1.0053868925490081,0.4245052569850593
504,2020-10-16,1.0035637204473924,1.0040435523709499,1.0074215740493169,1.0013051073484742,1.0062914213519993,1.0056742682598288,1.0076320348195786,1.0026363504139948,1.0026149469417147,1.0040220906982154,1.0060746290442462,0.9993168880615757,1.0030223376411738,1.0040311158864368,1.0066792667114925,1.000160897600903,0.4245052569850593
505,2020-10-19,0.9997001472012508,1.004665468613566,1.0056450131352235,1.0014062793179566,1.0028760611426044,1.0070065935409882,1.0062154299532475,1.0044826860724823,0.9972211775984049,0.9963448001693502,1.002479258602864,0.9950956591226412,0.9982662327352068,0.9999908189396095,1.003913767804187,0.9978053841362324,0.42939123726745587
