,CL,NG,SI,PL,SB,HG,RR,LH,PA,HO,CUA,GC,CT,FC,KC,RS,C,S,W,O,UX
22-7,,,,,,,,,,,,,,,,,,,0.07156988194755672,0.03891571288863161,0.02716227025315829
22-8,,,,,,,,,,,,,,,,,,,0.07166739225795088,0.039229484119877825,0.026938418790295897
22-9,,,,,,,,,,,,,,,,,,,0.07178848033084606,0.039588531496434896,0.0267632452062356
22-10,,,,,,,,,,,,,,,,,,,0.07189213898282022,0.04006609069815142,0.02663909210695034
22-11,,,,,,,,,,,,,,,,,,,0.07207873296391822,0.04064546871060313,0.026568219476626454
22-12,,,,,,,,,,,,,,,,,,,0.0721816988862294,0.04120506252784119,0.026503570389192734
22-13,,,,,,,,,,,,,,,,,,,0.07211896476131356,0.041668734912297785,0.026451242942494343
22-14,,,,,,,,,,,,,,,,,,,0.07203651834986116,0.042152538069680966,0.026397985029366307
22-15,,,,,,,,,,,,,,,,,,,0.07190040438961627,0.04261455608424377,0.0263543543375131
22-16,,,,,,,,,,,,,,,,,,,0.07186116725225997,0.043032934264815095,0.026315610683451517
22-17,,,,,,,,,,,,,,,,,,,0.07188015271226406,0.043342295763312604,0.02628522260249525
22-18,,,,,,,,,,,,,,,,,,,0.07187546167153064,0.04391211361656814,0.026253261971018182
22-19,,,,,,,,,,,,,,,,,,,0.07189938584390429,0.04438476103057107,0.026253290538005163
22-20,,,,,,,,,,,,,,,,,,,0.07203127035608911,0.04488363746252842,0.026247636015598975
22-21,,,,,,,,,,,,,,,,,,,0.07214091704817234,0.045334085129227354,0.026242637618049586
22-22,,,,,,,,,,,,,,,,,,,0.07224359957427919,0.045746272679421426,0.026231058692925798
22-23,,,,,,,,,,,,,,,,,,,0.07231957372566948,0.04601753902396536,0.02622691928721977
22-24,,,,,,,,,,,,,,,,,,,0.07243084479715532,0.04627961989183049,0.026237250706800067
22-25,,,,,,,,,,,,,,,,,,,0.072533364028903,0.046465713800370824,0.026236720388021006
23-1,,,,,,,,,,,,,,,,,,,0.07061868533127372,0.037854873030557915,0.028348091371445013
23-2,,,,,,,,,,,,,,,,,,,0.07083890809472466,0.03804150987221826,0.028176417769496358
23-3,,,,,,,,,,,,,,,,,,,0.07107311613803848,0.03823792304012716,0.02795231755853949
23-4,,,,,,,,,,,,,,,,,,,0.07126055995413308,0.03845591946137072,0.02773009059941747
23-5,,,,,,,,,,,,,,,,,,,0.07139940698961646,0.03866785589846207,0.027507509211121887
23-6,,,,,,,,,,,,,,,,,,,0.07148524119599263,0.03889702736192073,0.02728990578163553
23-7,,,,,,,,,,,,,,,,,,,0.07158086188798565,0.039155982971992756,0.02705755170983276
23-8,,,,,,,,,,,,,,,,,,,0.07167878711059118,0.03951010186753201,0.026903908539221214
23-9,,,,,,,,,,,,,,,,,,,0.07181362645627719,0.03995098932345253,0.02672869358531737
23-10,,,,,,,,,,,,,,,,,,,0.07191321363951957,0.04041755195720311,0.02662498869821168
23-11,,,,,,,,,,,,,,,,,,,0.07203610045674899,0.040950907225015036,0.0265598518578889
23-12,,,,,,,,,,,,,,,,,,,0.07206200907261812,0.04141771852756591,0.026495065053935927
23-13,,,,,,,,,,,,,,,,,,,0.07203742387288455,0.041877308758901145,0.02644670974304795
23-14,,,,,,,,,,,,,,,,,,,0.0719773254861766,0.042335713276719866,0.026394245334948007
23-15,,,,,,,,,,,,,,,,,,,0.07190401349381934,0.04279827114781171,0.026347774157465025
23-16,,,,,,,,,,,,,,,,,,,0.07188211575626866,0.04320287732705148,0.02631528464679244
23-17,,,,,,,,,,,,,,,,,,,0.07193883026003388,0.0435069849907724,0.026277653434671804
23-18,,,,,,,,,,,,,,,,,,,0.07192496354471609,0.0440642775039483,0.026252507022488495
23-19,,,,,,,,,,,,,,,,,,,0.07201868949982541,0.04455813266809829,0.02625189807483577
23-20,,,,,,,,,,,,,,,,,,,0.07215184720633828,0.0450508665873338,0.026248957915027623
23-21,,,,,,,,,,,,,,,,,,,0.0722600009308924,0.04548440386597849,0.0262397356566677
23-22,,,,,,,,,,,,,,,,,,,0.07233483648787624,0.04585499645338864,0.02623269815559159
23-23,,,,,,,,,,,,,,,,,,,0.0724343601857923,0.04609927488550681,0.02622189071968107
23-24,,,,,,,,,,,,,,,,,,,0.07256120631539523,0.046321038518718084,0.026241841445109024
23-25,,,,,,,,,,,,,,,,,,,0.07260936851009268,0.046525836050349045,0.026232111550881787
24-1,,,,,,,,,,,,,,,,,,,0.0707257614339023,0.03805830272648568,0.028265262440154978
24-2,,,,,,,,,,,,,,,,,,,0.07096131064488262,0.03823765929263318,0.02809426511328843
24-3,,,,,,,,,,,,,,,,,,,0.07113682102436437,0.0384526182776565,0.027875424052499202
24-4,,,,,,,,,,,,,,,,,,,0.07131465944265723,0.038646447710648194,0.02764763665301535
24-5,,,,,,,,,,,,,,,,,,,0.07138086001905532,0.038881690295360226,0.02743088823034557
24-6,,,,,,,,,,,,,,,,,,,0.07149981520811251,0.039128247672061224,0.027184914258828467
24-7,,,,,,,,,,,,,,,,,,,0.07159587440784496,0.03942779897450944,0.027019427285367978
24-8,,,,,,,,,,,,,,,,,,,0.07170779943239121,0.03986039153604391,0.026864925148001484
24-9,,,,,,,,,,,,,,,,,,,0.07183736719162118,0.04029365834749063,0.026710919224774237
24-10,,,,,,,,,,,,,,,,,,,0.07187949553716914,0.04071831179333574,0.026614083690930806
24-11,,,,,,,,,,,,,,,,,,,0.07192802307181326,0.04116406172626548,0.026548901844708348
24-12,,,,,,,,,,,,,,,,,,,0.07198656466646974,0.04162736543580826,0.026488420829876118
24-13,,,,,,,,,,,,,,,,,,,0.07198094438500446,0.04206372580545439,0.026440617946756607
24-14,,,,,,,,,,,,,,,,,,,0.07197790063173004,0.042522719402979275,0.026385898124707242
24-15,,,,,,,,,,,,,,,,,,,0.07192256435091729,0.04297053527943652,0.026345837803917544
24-16,,,,,,,,,,,,,,,,,,,0.07193848970265508,0.04336666843152958,0.026306592715743943
24-17,,,,,,,,,,,,,,,,,,,0.07198393322200541,0.04366920682259046,0.026275851136921553
24-18,,,,,,,,,,,,,,,,,,,0.07203847672395057,0.04424327936025403,0.026251204103201323
24-19,,,,,,,,,,,,,,,,,,,0.07213485629383648,0.044731195341860104,0.026252842701093144
24-20,,,,,,,,,,,,,,,,,,,0.07226572411501914,0.045206574653927,0.026245747900009185
24-21,,,,,,,,,,,,,,,,,,,0.07234707454122963,0.04559980465034181,0.02624077864410856
24-22,,,,,,,,,,,,,,,,,,,0.07244461429338282,0.04594085571513664,0.026227535179200446
24-23,,,,,,,,,,,,,,,,,,,0.07255957145419659,0.046147589824483,0.02622684080144863
24-24,,,,,,,,,,,,,,,,,,,0.07263352373307345,0.04638605577397175,0.02623706999840542
24-25,,,,,,,,,,,,,,,,,,,0.07267715019859189,0.046629922028744025,0.026225894058568965
25-1,,,,,,,,,,,,,,,,,,,0.07084825102213232,0.03824669452361103,0.02818379972613826
25-2,,,,,,,,,,,,,,,,,,,0.07102751753507376,0.038443860303968805,0.028016144055813798
25-3,,,,,,,,,,,,,,,,,,,0.07119417831976622,0.038635984674734815,0.027791605289499772
25-4,,,,,,,,,,,,,,,,,,,0.07130091039505786,0.03885250632905967,0.027569321170049226
25-5,,,,,,,,,,,,,,,,,,,0.07139952792241165,0.039104548124462735,0.027325513511900417
25-6,,,,,,,,,,,,,,,,,,,0.07151796081978713,0.039390356271112446,0.027143338117137556
25-7,,,,,,,,,,,,,,,,,,,0.07162745417642136,0.03976679877871538,0.026977317936999656
25-8,,,,,,,,,,,,,,,,,,,0.07173504470808154,0.040192626105811,0.02684218925553065
25-9,,,,,,,,,,,,,,,,,,,0.07180836929893082,0.04058832453070308,0.02669663400943177
25-10,,,,,,,,,,,,,,,,,,,0.07178257485595137,0.04093112012813269,0.02660096251169014
25-11,,,,,,,,,,,,,,,,,,,0.07186129589539324,0.0413742994059074,0.02653993762752914
25-12,,,,,,,,,,,,,,,,,,,0.07193467224169686,0.04181578078284627,0.0264804457437481
25-13,,,,,,,,,,,,,,,,,,,0.07198161532662077,0.04225329832783999,0.026430334363913913
25-14,,,,,,,,,,,,,,,,,,,0.07199308406563693,0.04269847546761478,0.026382216735580694
25-15,,,,,,,,,,,,,,,,,,,0.07197529734043205,0.043136925272557664,0.026336006594264095
25-16,,,,,,,,,,,,,,,,,,,0.07198201013331532,0.04352817295634747,0.026303549759917066
25-17,,,,,,,,,,,,,,,,,,,0.07209090068041235,0.043856402109597147,0.0262735935457787
25-18,,,,,,,,,,,,,,,,,,,0.0721494198097162,0.044421313325239034,0.026252127410229135
25-19,,,,,,,,,,,,,,,,,,,0.07224499697196607,0.0448929447448836,0.0262495072995136
25-20,,,,,,,,,,,,,,,,,,,0.0723493726375213,0.04532864215807528,0.02624638876555904
25-21,,,,,,,,,,,,,,,,,,,0.07245233663003446,0.04569284357887645,0.026235402752252036
25-22,,,,,,,,,,,,,,,,,,,0.0725648607364695,0.04599455324000677,0.026231966465405793
25-23,,,,,,,,,,,,,,,,,,,0.07262956916561251,0.046218080894908885,0.026222774187521003
25-24,,,,,,,,,,,,,,,,,,,0.07269827458927995,0.046492845360285855,0.02623080067316955
25-25,,,,,,,,,,,,,,,,,,,0.07277378506775571,0.046676875799644545,0.026206104492563005
