,0
TW_sam,0.6034584249165243
TW_mkt,0.6150690548246239
TW_lsc,0.6743155843084712
TW_honey,0.5686386674599547
W_sam,0.6552340102431911
W_mkt,0.590056641424464
W_lsc,0.6626711963755877
W_honey,0.5527642600170987
D_sam,0.6357465966226976
D_mkt,0.5691105025388762
D_lsc,0.612733265187596
D_honey,0.5379053555587813
Comb_sam,0.5418428402081646
Comb_mkt,0.5456417727950824
Comb_lsc,0.6192079577439623
Comb_honey,0.5190265633529068
