,Date,Close,Volume
0,2015-05-27,1185.9,25
1,2015-05-26,1187.2,40
2,2015-05-22,1204.3,8
3,2015-05-21,1204.4,43
4,2015-05-20,1208.9,11
5,2015-05-19,1206.9,9
6,2015-05-18,1227.8,8
7,2015-05-15,1225.5,12
8,2015-05-14,1225.4,35
9,2015-05-13,1218.4,34
10,2015-05-12,1192.6,10
11,2015-05-11,1183.2,26
12,2015-05-08,1189.1,51
13,2015-05-07,1182.4,44
14,2015-05-06,1190.3,14
15,2015-05-05,1193.2,48
16,2015-05-04,1186.8,38
17,2015-05-01,1174.5,23
18,2015-04-30,1182.4,143
19,2015-04-29,1209.8,114
20,2015-04-28,1213.6,401
21,2015-04-27,1202.9,461
22,2015-04-24,1174.8,448
23,2015-04-23,1194,366
24,2015-04-22,1186.5,223
25,2015-04-21,1202.7,198
26,2015-04-20,1193.3,562
27,2015-04-17,1202.7,305
28,2015-04-16,1197.8,290
29,2015-04-15,1201.2,348
30,2015-04-14,1192.5,475
31,2015-04-13,1199.1,198
32,2015-04-10,1204.4,351
33,2015-04-09,1193.5,277
34,2015-04-08,1203,432
35,2015-04-07,1210.5,560
36,2015-04-06,1218.5,522
37,2015-04-02,1200.8,439
38,2015-04-01,1208,760
39,2015-03-31,1183,594
40,2015-03-30,1185,1133
41,2015-03-27,1200.3,1422
42,2015-03-26,1205.3,1009
43,2015-03-25,1197.5,385
44,2015-03-24,1191.7,378
45,2015-03-23,1188,157
46,2015-03-20,1185,256
47,2015-03-19,1169.4,189
48,2015-03-18,1151.7,281
49,2015-03-17,1148.6,88
50,2015-03-16,1153.6,121
51,2015-03-13,1152.8,117
52,2015-03-12,1152.4,100
53,2015-03-11,1151.1,59
54,2015-03-10,1160.6,373
55,2015-03-09,1167,46
56,2015-03-06,1164.8,46
57,2015-03-05,1196.7,18
58,2015-03-04,1201.4,6
59,2015-03-03,1204.9,20
60,2015-03-02,1208.7,7
61,2015-02-27,1213.5,8
